,e1_in,e1_out,e1_error,e2_in,e2_out,e2_error,e_in,e_out,e_error,e_in_obs,e_out_obs,e_obs_error,mag_in,mag_out,delta_mag
0,-0.3720821440219879,-0.4012046158313751,-0.029122471809387207,0.17789024114608765,0.15096797049045563,-0.02692227065563202,0.41241976164462896,0.4286682538728619,0.016248492228232936,0.15243063302967264,0.15473255668103983,0.0023019236513671937,26.346208711334793,26.367634,0.02142510824528543
1,-0.18757569789886475,-0.18281467258930206,0.004761025309562683,-0.3751445710659027,-0.3896169364452362,-0.014472365379333496,0.4194259072142138,0.4303749082821917,0.010949001067977915,0.3638573483672494,0.3678721203628434,0.004014771995593969,24.597484981882573,24.686344,0.08885916484594247
2,-0.06623969972133636,-0.05610353499650955,0.010136164724826813,0.18291833996772766,0.18657876551151276,0.003660425543785095,0.19454258381064543,0.1948313177569372,0.0002887339462917804,0.11516940436606671,0.10678364552510673,-0.008385758840959975,23.59238379687639,23.552324,-0.04005950183244522
3,-0.04467564448714256,-0.003309272462502122,0.04136637202464044,-0.042811617255210876,-0.054750025272369385,-0.011938408017158508,0.06187687599053641,0.05484994577532562,-0.007026930215210787,0.09787631021336793,0.08687636311997583,-0.010999947093392096,24.915304317897068,24.90998,-0.005323543971286426
4,0.10123217105865479,0.13093061745166779,0.029698446393013,-0.48362159729003906,-0.637475311756134,-0.15385371446609497,0.4941030275384046,0.6507822982264155,0.1566792706880109,0.46105592377697574,0.5316768700387026,0.07062094626172682,26.350067867554706,26.348486,-0.001581920899432987
5,-1.0251456499099731,-1.0782450437545776,-0.05309939384460449,-0.8459328413009644,-0.9805623888969421,-0.13462954759597778,1.3291072099423973,1.4574343803069107,0.12832717036451347,0.8730492163267239,0.822397327207263,-0.05065188911946095,26.825618865804895,26.990662,0.16504275528885515
6,0.2967047691345215,0.337024986743927,0.04032021760940552,-0.06696776300668716,-0.19938404858112335,-0.1324162855744362,0.3041683765766742,0.391586312986478,0.08741793640980378,0.18018719746290987,0.18174084754926342,0.001553650086353553,26.4251958696889,26.476955,0.051759544129460267
7,-0.15224279463291168,-0.19829542934894562,-0.046052634716033936,-0.16301442682743073,-0.030024077743291855,0.13299034908413887,0.2230506038357993,0.20055553481521748,-0.02249506902058182,0.19544621385796843,0.18171448657226583,-0.0137317272857026,26.61873581485764,26.613781,-0.00495483951584319
8,-0.32914841175079346,-0.3424772322177887,-0.01332882046699524,0.112815722823143,0.1294834464788437,0.016667723655700684,0.34794549037769995,0.36613742979869834,0.018191939420998393,0.42466768281528167,0.4425647031490027,0.017897020333721037,22.175592689349248,22.164173,-0.011419563128544752
9,0.2803894579410553,0.23229332268238068,-0.04809613525867462,-0.07437856495380402,-0.2617793679237366,-0.18740080296993256,0.29008691637001843,0.34998374995615394,0.05989683358613551,0.18872125217147648,0.1925247499805822,0.003803497809105716,26.824685583177793,26.801105,-0.02358008391021471
10,-0.023540394380688667,-0.026423165574669838,-0.0028827711939811707,-0.21559876203536987,-0.22817446291446686,-0.012575700879096985,0.2168800967326933,0.22969930170832437,0.012819204975631077,0.2203082970171126,0.22229647607410505,0.001988179056992445,26.667464845340213,26.711128,0.043663389523068474
11,-0.13398060202598572,-0.10494144260883331,0.029039159417152405,-0.30517226457595825,-0.33226537704467773,-0.027093112468719482,0.33328803276695107,0.3484436642550197,0.015155631488068644,0.15864081157706772,0.1572689273405356,-0.001371884236532117,26.619098690396754,26.628067,0.008968326204808363
12,0.044557515531778336,0.036198318004608154,-0.008359197527170181,-0.007810752373188734,-0.0015533671248704195,0.0062573852483183146,0.04523693228988832,0.03623163225397618,-0.009005300035912142,0.03841772709420617,0.03299944624174387,-0.0054182808524623,23.30323927414805,23.31186,0.008619856711323592
